"genus","species","english_common_name","aou","binomial","SpecID","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","Diet.Source","Diet.Certainty","Diet.EnteredBy","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.Source","ForStrat.SpecLevel","ForStrat.EnteredBy","Nocturnal","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","BodyMass.Comment","Record.Comment","Scientific","migclass","Foraging","Coarse.trophic","Trophic.guild"
"Lanius","excubitor","Northern Shrike",6210,"Lanius excubitor",7721,"Passeriformes","Passeriformes","Laniidae","Shrikes",140,"BL3","Great Grey Shrike",10,60,10,0,0,10,10,0,0,0,"VertFishScav","Ref_13","A","Carolina",0,0,100,0,0,0,0,0,"Ref_34",1,"Jessica",0,63.41,"Dunning08",1,"","",NA,"short","swoops","insectivore","Insectivore: ground gleaner"
"Vireo","atricapilla","Black-capped Vireo",6300,"Vireo atricapilla",7757,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Black-capped Vireo",90,0,0,0,0,0,0,0,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,80,20,0,0,0,"Ref_46
",1,"Christian",0,8.99,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","griseus","White-eyed Vireo",6310,"Vireo griseus",7763,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","White-eyed Vireo",70,0,0,0,0,0,10,0,0,20,"Invertebrate","Ref_15","A","Jennifer",0,0,0,40,40,20,0,0,"Ref_46",1,"Christian",0,11.4,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","bellii","Bell's Vireo",6330,"Vireo bellii",7756,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Bell's Vireo",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_46
",1,"Christian",0,8.5,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","vicinior","Gray Vireo",6340,"Vireo vicinior",7779,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Grey Vireo",70,0,0,0,0,0,0,0,0,30,"Invertebrate","Ref_15","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_46
",1,"Christian",0,12.8,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","huttoni","Hutton's Vireo",6320,"Vireo huttoni",7759,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Hutton's Vireo",70,0,0,0,0,0,20,10,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,10,70,20,0,0,"Ref_46
",1,"Christian",0,11.3,"Dunning08",1,"","",NA,"resid","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","flavifrons","Yellow-throated Vireo",6280,"Vireo flavifrons",7789,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Yellow-throated Vireo",70,0,0,0,0,0,30,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,10,50,40,0,0,"Ref_33",1,"Christian",0,18,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","cassinii","Cassin's Vireo",6291,"Vireo cassinii",7785,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Cassin's Vireo",70,0,0,0,0,0,0,0,20,10,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,40,40,0,0,"Ref_46
",1,"Christian",0,14.7,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","solitarius","Blue-headed Vireo",6290,"Vireo solitarius",7787,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Blue-headed Vireo",70,0,0,0,0,0,30,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,40,40,0,0,"Ref_46
",1,"Christian",0,15.3,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","plumbeus","Plumbeous Vireo",6292,"Vireo plumbeus",7786,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Plumbeous Vireo",70,0,0,0,0,0,30,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,40,40,0,0,"Ref_46
",1,"Christian",0,16.4,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","philadelphicus","Philadelphia Vireo",6260,"Vireo philadelphicus",7790,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Philadelphia Vireo",70,0,0,0,0,0,20,0,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,50,50,0,0,"Ref_46
",1,"Christian",0,11.5,"Dunning08",1,"","",NA,"neotrop","hover/glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","gilvus","Warbling Vireo",6270,"Vireo gilvus",7803,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Warbling Vireo",80,0,0,0,0,0,10,0,0,10,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,30,50,0,0,"Ref_46
",1,"Christian",0,12.67,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","olivaceus","Red-eyed Vireo",6240,"Vireo olivaceus",7791,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Red-eyed Vireo",60,0,0,0,0,0,20,0,20,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,20,80,0,0,"Ref_33",1,"Christian",0,16.06,"Dunning08",1,"","",NA,"neotrop","hover/glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vireo","altiloquus","Black-whiskered Vireo",6230,"Vireo altiloquus",7797,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Black-whiskered Vireo",60,0,0,0,0,0,20,0,20,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,20,80,0,0,"Ref_33",1,"Christian",0,18.97,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore",NA
"Perisoreus","canadensis","Gray Jay",4840,"Perisoreus canadensis",8036,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Grey Jay",40,10,10,0,0,0,30,0,0,10,"Omnivore","Ref_14","A","Carolina",0,0,60,20,20,0,0,0,"Ref_30",1,"Christian",0,71.58,"Dunning08",1,"","",NA,"resid","ground glean","omnivore","Omnivore: ground forager"
"Cyanocorax","yncas","Green Jay",4830,"Cyanocorax yncas",8019,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Green Jay",40,10,10,0,0,0,40,0,0,0,"Omnivore","Ref_14","A","Carolina",0,0,0,70,30,0,0,0,"Ref_30",1,"Christian",0,78.5,"Dunning08",1,"","",NA,NA,NA,NA,"Omnivore: arboreal forager"
"Gymnorhinus","cyanocephalus","Pinyon Jay",4920,"Gymnorhinus cyanocephalus",7976,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Pinyon Jay",30,0,30,0,0,0,0,0,40,0,"Omnivore","Ref_14","A","Carolina",0,0,20,20,30,30,0,0,"Ref_30",1,"Christian",0,104.82,"Dunning08",1,"","",NA,"resid","ground glean","omnivore","Omnivore: ground forager"
"Cyanocitta","stelleri","Steller's Jay",4780,"Cyanocitta stelleri",7978,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Steller's Jay",20,20,0,0,20,0,20,0,20,0,"Omnivore","Ref_14","A","Carolina",0,0,40,20,20,20,0,0,"Ref_30",1,"Christian",0,128,"Dunning08",1,"","",NA,"resid","ground glean","omnivore","Omnivore: ground forager"
"Cyanocitta","cristata","Blue Jay",4770,"Cyanocitta cristata",7977,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Blue Jay",20,10,10,0,0,0,20,0,40,0,"Omnivore","Ref_14","A","Carolina",0,0,40,20,20,20,0,0,"Ref_30",1,"Christian",0,88,"Dunning08",1,"","",NA,"short","ground glean","omnivore","Omnivore: ground forager"
"Aphelocoma","coerulescens","Florida Scrub-Jay",4790,"Aphelocoma coerulescens",7989,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Florida Scrub-jay",20,10,20,0,0,10,20,0,20,0,"Omnivore","Ref_14","A","Carolina",0,0,80,10,10,0,0,0,"Ref_30",1,"Christian",0,77.12,"Dunning08",1,"","",NA,NA,NA,NA,"Omnivore: ground forager"
"Aphelocoma","insularis","Island Scrub-Jay",4811,"Aphelocoma insularis",7982,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Island Scrub-jay",20,10,10,0,0,0,10,0,50,0,"Omnivore","Ref_14","A","Carolina",0,0,80,10,10,0,0,0,"Ref_30",1,"Christian",0,115.78,"Dunning08",1,"","",NA,NA,NA,NA,NA
"Aphelocoma","californica","California Scrub-Jay",4812,"Aphelocoma californica",7983,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Western Scrub-jay",20,20,10,0,0,10,20,0,20,0,"Omnivore","Ref_14","A","Carolina",0,0,80,10,10,0,0,0,"Ref_30",1,"Christian",0,85.74,"Dunning08",1,"","",NA,NA,NA,NA,"Omnivore: ground forager"
"Nucifraga","columbiana","Clark's Nutcracker",4910,"Nucifraga columbiana",8068,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Clark's Nutcracker",20,10,10,0,0,10,0,0,50,0,"Omnivore","Ref_14","A","Carolina",0,0,60,10,20,10,0,0,"Ref_30",1,"Christian",0,129.81,"Dunning08",1,"","",NA,"resid","foliage glean","omnivore","Granivore: lower to upper canopy gleaner"
"Pica","hudsonia","Black-billed Magpie",4750,"Pica hudsonia",19563,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"IOC27","Black-billed Magpie",30,20,0,0,0,30,0,0,0,20,"Omnivore","Ref_14","A","Carolina",0,0,70,10,10,0,10,0,"Ref_30",1,"Other",0,177.12,"Dunning08",1,"","",NA,"resid","ground glean","omnivore","Omnivore: ground forager"
"Pica","nuttalli","Yellow-billed Magpie",4760,"Pica nuttalli",8061,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Yellow-billed Magpie",30,20,20,0,0,10,10,0,10,0,"Omnivore","Ref_14","A","Carolina",0,0,70,20,10,0,0,0,"Ref_30",1,"Other",0,158.29,"Dunning08",1,"","",NA,"resid","ground glean","omnivore","Omnivore: ground forager"
"Corvus","brachyrhynchos","American Crow",4880,"Corvus brachyrhynchos",8093,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","American Crow",20,10,10,10,0,20,20,0,10,0,"Omnivore","Ref_14","A","Carolina",0,0,80,20,0,0,0,0,"Ref_30",1,"Walter; Christian",0,448.76,"Dunning08",1,"","",NA,"short","ground glean","omnivore","Omnivore: ground forager"
"Corvus","caurinus","Northwestern Crow",4890,"Corvus caurinus",8092,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","North-western Crow",30,10,0,10,0,20,30,0,0,0,"Omnivore","Ref_14","A","Carolina",0,0,80,20,0,0,0,0,"Ref_30",1,"Walter; Christian",0,390.79,"Dunning08",1,"","",NA,"resid","ground glean","omnivore","Omnivore: ground forager"
"Corvus","ossifragus","Fish Crow",4900,"Corvus ossifragus",8094,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Fish Crow",30,10,0,0,0,20,20,0,20,0,"Omnivore","Ref_14","A","Carolina",0,0,90,10,0,0,0,0,"Ref_30",1,"Walter; Christian",0,284.6,"Dunning08",1,"","",NA,"short","ground glean","omnivore","Omnivore: ground forager"
"Corvus","cryptoleucus","Chihuahuan Raven",4870,"Corvus cryptoleucus",8120,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Chihuahuan Raven",30,20,10,10,0,10,10,0,10,0,"Omnivore","Ref_14","A","Carolina",0,0,90,10,0,0,0,0,"Ref_30",1,"Christian",0,533.54,"Dunning08",1,"","",NA,"resid","ground glean","omnivore","Omnivore: ground forager"
"Corvus","corax","Common Raven",4860,"Corvus corax",8124,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Common Raven",10,20,10,10,0,20,10,0,10,10,"VertFishScav","Ref_14","A","Carolina",0,0,80,0,10,0,10,0,"Ref_30",1,"Other",0,927.97,"Dunning08",1,"","",NA,"resid","ground glean","omnivore","Omnivore: ground forager"
"Alauda","arvensis","Eurasian Skylark",4730,"Alauda arvensis",11529,"Passeriformes","Passeriformes","Alaudidae","Larks",158,"BL3","Eurasian Skylark",40,0,0,0,0,0,0,0,40,20,"PlantSeed","Ref_9","A","Carolina",0,0,100,0,0,0,0,0,"Ref_9",1,"Jessica",0,37.31,"Dunning08",1,"","",NA,NA,NA,NA,NA
"Eremophila","alpestris","Horned Lark",4740,"Eremophila alpestris",11535,"Passeriformes","Passeriformes","Alaudidae","Larks",158,"BL3","Horned Lark",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_9","A","Carolina",0,0,100,0,0,0,0,0,"Ref_9",1,"Jessica",0,33.33,"Dunning08",1,"","",NA,"short","ground glean","granivore","Granivore: ground to undergrowth gleaner"
"Progne","subis","Purple Martin",6110,"Progne subis",10005,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Purple Martin",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,20,20,20,20,20,0,"Ref_9",1,"Jessica",0,53.79,"Dunning08",1,"","",NA,"neotrop","aerial foraging","insectivore","Insectivore: air hawker above canopy"
"Tachycineta","bicolor","Tree Swallow",6140,"Tachycineta bicolor",9992,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Tree Swallow",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,20,20,20,20,20,0,"Ref_9",1,"Jessica",0,21.2,"Dunning08",1,"","",NA,"short","aerial foraging","insectivore","Insectivore: air hawker above canopy"
"Tachycineta","thalassina","Violet-green Swallow",6150,"Tachycineta thalassina",9999,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Violet-green Swallow",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,20,20,20,20,20,0,"Ref_9",1,"Jessica",0,14.14,"Dunning08",1,"","",NA,"neotrop","aerial foraging","insectivore","Insectivore: air hawker above canopy"
"Stelgidopteryx","serripennis","Northern Rough-winged Swallow",6170,"Stelgidopteryx serripennis",10039,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Northern Rough-winged Swallow",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,30,70,0,0,0,0,"Ref_9",1,"Jessica",0,15.69,"Dunning08",1,"","",NA,"neotrop","aerial foraging","insectivore","Insectivore: air hawker above canopy"
"Riparia","riparia","Bank Swallow",6160,"Riparia riparia",10052,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Sand Martin",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,0,40,60,0,0,0,"Ref_9",1,"Jessica",0,12.68,"Dunning08",1,"","",NA,"neotrop","aerial foraging","insectivore","Insectivore: air hawker above canopy"
"Petrochelidon","pyrrhonota","Cliff Swallow",6120,"Petrochelidon pyrrhonota",10121,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Cliff Swallow",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,0,0,0,0,100,0,"Ref_9",1,"Jessica",0,21.6,"Dunning08",1,"","",NA,"neotrop","aerial foraging","insectivore","Insectivore: air hawker above canopy"
"Petrochelidon","fulva","Cave Swallow",6121,"Petrochelidon fulva",10124,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Cave Swallow",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,0,0,0,0,100,0,"Ref_9",1,"Jessica",0,18.95,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: air hawker above canopy"
"Hirundo","rustica","Barn Swallow",6130,"Hirundo rustica",10074,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Barn Swallow",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_9","A","Carolina",0,0,30,30,40,0,0,0,"Ref_9",1,"Jessica",0,17.91,"Dunning08",1,"","",NA,"neotrop","aerial foraging","insectivore","Insectivore: air hawker above canopy"
"Baeolophus","wollweberi","Bridled Titmouse",7340,"Baeolophus wollweberi",9949,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3","Bridled Titmouse",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_12",1,"Jessica",0,10.4,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: lower canopy foliage gleaner"
"Baeolophus","inornatus","Oak Titmouse",7330,"Baeolophus inornatus",9951,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3","Oak Titmouse",60,0,0,0,0,0,0,10,10,20,"Invertebrate","Ref_12","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_12",1,"Jessica",0,15.87,"Dunning08",1,"","",NA,"resid","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Baeolophus","ridgwayi","Juniper Titmouse",7331,"Baeolophus ridgwayi",9952,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3","Juniper Titmouse",60,0,0,0,0,0,0,10,10,20,"Invertebrate","Ref_12","A","Jennifer",0,0,20,30,50,0,0,0,"Ref_12",1,"Jessica",0,15.86,"Dunning08",1,"","",NA,"resid","foliage glean","insct/om","Insectivore: lower canopy foliage gleaner"
"Baeolophus","bicolor","Tufted Titmouse",7310,"Baeolophus bicolor",9954,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3","Tufted Titmouse",60,0,0,0,0,0,0,0,40,0,"Invertebrate","Ref_12","A","Jennifer",0,0,20,20,40,20,0,0,"Ref_12",1,"Jessica",0,21.6,"Dunning08",1,"","",NA,"resid","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Baeolophus","atricristatus","Black-crested Titmouse",7320,"Baeolophus atricristatus",9955,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3","Black-crested Titmouse",60,0,0,0,0,0,20,0,20,0,"Invertebrate","Ref_12","A","Jennifer",0,0,20,20,40,20,0,0,"Ref_12",1,"Jessica",0,17.5,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: lower canopy foliage gleaner"
"Auriparus","flaviceps","Verdin",7460,"Auriparus flaviceps",9793,"Passeriformes","Passeriformes","Remizidae","Penduline-tits",155,"BL3","Verdin",70,0,0,0,0,0,10,10,10,0,"Invertebrate","Ref_13","A","Jennifer",0,0,70,30,0,0,0,0,"Ref_46
",1,"Christian",0,6.8,"Dunning08",1,"","",NA,"resid","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Psaltriparus","minimus","Bushtit",7430,"Psaltriparus minimus",9976,"Passeriformes","Passeriformes","Aegithalidae","Long-tailed Tits",157,"BL3","Bushtit",70,0,0,0,0,0,10,0,10,10,"Invertebrate","Ref_13","A","Carolina",0,0,0,50,50,0,0,0,"Ref_46
",1,"Jessica",0,5.3,"Dunning08",1,"","",NA,"resid","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Sitta","canadensis","Red-breasted Nuthatch",7280,"Sitta canadensis",9634,"Passeriformes","Passeriformes","Sittidae","Nuthatches and Wallcreeper",173,"BL3","Red-breasted Nuthatch",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_13","A","Carolina",0,0,0,33,33,33,0,0,"Ref_46
",1,"Christian",0,9.8,"Dunning08",1,"","",NA,"short","bark glean","insectivore","Insectivore: bark gleaner"
"Sitta","carolinensis","White-breasted Nuthatch",7270,"Sitta carolinensis",9636,"Passeriformes","Passeriformes","Sittidae","Nuthatches and Wallcreeper",173,"BL3","White-breasted Nuthatch",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_13","A","Carolina",0,0,0,33,33,33,0,0,"Ref_46
",1,"Christian",0,21,"Dunning08",1,"","",NA,"resid","bark glean","insectivore","Insectivore: bark gleaner"
"Sitta","pygmaea","Pygmy Nuthatch",7300,"Sitta pygmaea",9627,"Passeriformes","Passeriformes","Sittidae","Nuthatches and Wallcreeper",173,"BL3","Pygmy Nuthatch",60,0,0,0,0,0,0,0,40,0,"Invertebrate","Ref_13","A","Carolina",0,0,0,0,40,60,0,0,"Ref_38",1,"Jessica",0,10.6,"Dunning08",1,"","",NA,"resid","bark glean","insectivore","Insectivore: bark gleaner"
"Sitta","pusilla","Brown-headed Nuthatch",7290,"Sitta pusilla",9628,"Passeriformes","Passeriformes","Sittidae","Nuthatches and Wallcreeper",173,"BL3","Brown-headed Nuthatch",60,0,0,0,0,0,0,0,40,0,"Invertebrate","Ref_13","A","Carolina",0,0,0,0,40,60,0,0,"Ref_38",1,"Jessica",0,10.2,"Dunning08",1,"","",NA,"resid","bark glean","insectivore","Insectivore: bark gleaner"
"Certhia","americana","Brown Creeper",7260,"Certhia americana",9656,"Passeriformes","Passeriformes","Certhiidae","Treecreepers",174,"BL3","American Treecreeper",70,0,0,0,0,0,0,0,20,10,"Invertebrate","Ref_13","A","Carolina",0,0,10,30,30,30,0,0,"Ref_46
",1,"Christian",0,8.1,"Dunning08",1,"","",NA,"short","bark glean","insectivore","Insectivore: bark gleaner"
"Salpinctes","obsoletus","Rock Wren",7150,"Salpinctes obsoletus",9687,"Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","Rock Wren",80,0,20,0,0,0,0,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_10",1,"Jessica",0,16.37,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: ground gleaner"
"Catherpes","mexicanus","Canyon Wren",7170,"Catherpes mexicanus",9689,"Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","Canyon Wren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_10",1,"Jessica",0,11.97,"Dunning08",1,"","",NA,"resid","ground glean","insectivore","Insectivore: ground gleaner"
"Troglodytes","aedon","House Wren",7210,"Troglodytes aedon",9753,"Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","House Wren",80,0,0,0,0,0,0,0,0,20,"Invertebrate","Ref_10","A","Carolina",0,0,0,100,0,0,0,0,"Ref_10",1,"Jessica",0,10.85,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Cistothorus","platensis","Sedge Wren",7240,"Cistothorus platensis",9703,"Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","Sedge Wren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,0,100,0,0,0,0,"Ref_10",1,"Jessica",0,9.04,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Cistothorus","palustris","Marsh Wren",7250,"Cistothorus palustris",9708,"Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","Marsh Wren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,0,100,0,0,0,0,"Ref_10",1,"Jessica",0,10.8,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Thryothorus","ludovicianus","Carolina Wren",7180,"Thryothorus ludovicianus",9735,"Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","Carolina Wren",60,0,20,0,0,0,10,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,40,40,20,0,0,0,"Ref_10",1,"Jessica",0,18.96,"Dunning08",1,"","",NA,"resid","ground glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Thryomanes","bewickii","Bewick's Wren",7190,"Thryomanes bewickii",9713,"Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","Bewick's Wren",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,50,50,0,0,0,0,"Ref_10",1,"Jessica",0,9.9,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: ground gleaner"
"Campylorhynchus","brunneicapillus","Cactus Wren",7130,"Campylorhynchus brunneicapillus",9671,"Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","Cactus Wren",70,0,20,0,0,0,0,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,50,50,0,0,0,0,"Ref_10",1,"Jessica",0,38.9,"Dunning08",1,"","",NA,"resid","ground glean","insectivore","Insectivore: ground gleaner"
"Polioptila","caerulea","Blue-gray Gnatcatcher",7510,"Polioptila caerulea",9801,"Passeriformes","Passeriformes","Polioptilidae","Gnatcatchers",172,"BL3","Blue-grey Gnatcatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_11",1,"Jessica",0,5.8,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Polioptila","californica","California Gnatcatcher",7530,"Polioptila californica",9802,"Passeriformes","Passeriformes","Polioptilidae","Gnatcatchers",172,"BL3","California Gnatcatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_11",1,"Jessica",0,5.82,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: lower canopy foliage gleaner"
"Polioptila","melanura","Black-tailed Gnatcatcher",7520,"Polioptila melanura",9803,"Passeriformes","Passeriformes","Polioptilidae","Gnatcatchers",172,"BL3","Black-tailed Gnatcatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_11",1,"Jessica",0,5.2,"Dunning08",1,"","",NA,"resid","foliage glean","insectivore","Insectivore: upper canopy foliage gleaner"
"Regulus","satrapa","Golden-crowned Kinglet",7480,"Regulus satrapa",10163,"Passeriformes","Passeriformes","Reguliidae","Goldcrests and kinglets",166,"BL3","Golden-crowned Kinglet",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_11",1,"Jessica",0,6.19,"Dunning08",1,"","",NA,"short","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Regulus","calendula","Ruby-crowned Kinglet",7490,"Regulus calendula",10158,"Passeriformes","Passeriformes","Reguliidae","Goldcrests and kinglets",166,"BL3","Ruby-crowned Kinglet",80,0,0,0,0,0,0,0,20,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_11",1,"Jessica",0,6.19,"Dunning08",1,"","",NA,"short","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
