"genus","species","english_common_name","aou","binomial","SpecID","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","Diet.Source","Diet.Certainty","Diet.EnteredBy","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.Source","ForStrat.SpecLevel","ForStrat.EnteredBy","Nocturnal","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","BodyMass.Comment","Record.Comment","Scientific","migclass","Foraging","Coarse.trophic","Trophic.guild"
"Icterus","parisorum","Scott's Oriole",5040,"Icterus parisorum",13394,"Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Scott's Oriole",70,0,0,0,0,0,20,10,0,0,"Invertebrate","Ref_23","A","",0,0,20,40,40,0,0,0,"Ref_35",1,"Christian",0,36.48,"Dunning08",1,"","",NA,"neotrop","foliage glean","insct/om","Insectivore: upper canopy foliage gleaner"
"Colaptes","auratus","Northern Flicker",4120,"Colaptes auratus",1001,"Nonpasseriformes","Piciformes","Picidae","Woodpeckers",95,"BL3","Northern Flicker",70,0,0,0,0,0,20,0,10,0,"Invertebrate","Ref_7","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_7",1,"Jessica",0,131.46,"Dunning08",1,"","",NA,"resid","ground glean","insectivore","Insectivore: ground gleaner"
"Aphelocoma","californica","Western Scrub-Jay",4810,"Aphelocoma californica",7983,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Western Scrub-jay",20,20,10,0,0,10,20,0,20,0,"Omnivore","Ref_14","A","Carolina",0,0,80,10,10,0,0,0,"Ref_30",1,"Christian",0,85.74,"Dunning08",1,"","",NA,"resid","ground glean","omnivore","Omnivore: ground forager"
"Junco","hyemalis","Dark-eyed Junco",5660,"Junco hyemalis",12529,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Dark-eyed Junco",30,0,0,0,0,0,0,0,70,0,"PlantSeed","Ref_17","A","Jennifer",0,0,60,10,30,0,0,0,"Ref_31",1,"Christian",0,19.5,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Amphispiza","belli","Sage Sparrow",5740,"Amphispiza belli",12571,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Sage Sparrow",60,0,0,0,0,0,0,0,40,0,"Invertebrate","Ref_17","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_31",1,"Christian",0,16.99,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Troglodytes","troglodytes","Winter Wren",7220,"Troglodytes troglodytes",9750,"Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","Winter Wren",60,0,10,10,0,0,10,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,50,50,0,0,0,0,"Ref_10",1,"Walter; Jessica",0,9.74,"Dunning08",1,"","",NA,"short","ground glean","insectivore",NA
"Falcipennis","canadensis","Spruce Grouse",2980,"Falcipennis canadensis",417,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3",NA,0,0,0,0,0,0,10,0,0,90,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,473.65,"Dunning08",1,"","","Dendragapus canadensis","resid","ground glean","herbivore","Herbivores: ground forager"
"Streptopelia","chinensis","Spotted Dove",3151,"Streptopelia chinensis",3385,"Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",65,"BL3",NA,0,0,0,0,0,0,0,0,100,0,"PlantSeed","Ref_4","A","Carolina",0,0,100,0,0,0,0,0,"Ref_4",1,"Jessica",0,159,"Dunning08",1,"","","Stigmatopelia chinensis",NA,NA,NA,NA
"Selasphorus","calliope","Calliope Hummingbird",4360,"Selasphorus calliope",2799,"Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",79,"BL3",NA,10,0,0,0,0,0,0,90,0,0,"FruiNect","Ref_5","A","Hamish",0,0,0,80,20,0,0,0,"Ref_5",1,"Christian",0,2.64,"Dunning08",1,"","","Stellula calliope","neotrop","hover/glean","nectarivore",NA
"Aratinga","nenday","Nanday Parakeet",51830,"Aratinga nenday",2194,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",68,"BL3",NA,0,0,0,0,0,0,30,0,30,40,"PlantSeed","Ref_4","A","Carolina",0,0,100,0,0,0,0,0,"Ref_4",1,"Jessica",0,128,"Dunning08",1,"","","Nandayus nenday",NA,NA,NA,NA
"Aphelocoma","wollweberi","Mexican Jay",4820,"Aphelocoma wollweberi",7990,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3",NA,10,10,10,0,0,10,20,20,20,0,"Omnivore","Ref_14","A","Carolina",0,0,60,10,30,0,0,0,"Ref_30",1,"Christian",0,113.33,"Dunning08",1,"","","Aphelocoma ultramarina",NA,NA,NA,NA
"Poecile","carolinensis","Carolina Chickadee",7360,"Poecile carolinensis",9879,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3",NA,60,0,0,0,0,0,0,0,40,0,"Invertebrate","Ref_12","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_12",1,"Jessica",0,9.99,"Dunning08",1,"","","Parus carolinensis","resid","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Poecile","atricapillus","Black-capped Chickadee",7350,"Poecile atricapillus",9881,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3",NA,60,0,0,0,0,0,20,0,20,0,"Invertebrate","Ref_12","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_12",1,"Jessica",0,10.8,"Dunning08",1,"","","Parus atricapillus","resid","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Poecile","gambeli","Mountain Chickadee",7380,"Poecile gambeli",9882,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3",NA,60,0,0,0,0,0,20,0,20,0,"Invertebrate","Ref_12","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_12",1,"Jessica",0,11.19,"Dunning08",1,"","","Parus gambeli","resid","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Poecile","sclateri","Mexican Chickadee",7370,"Poecile sclateri",9884,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3",NA,80,0,0,0,0,0,0,0,20,0,"Invertebrate","Ref_12","B","Jennifer",0,0,0,20,80,0,0,0,"Ref_12",1,"Jessica",0,10.09,"Dunning08",1,"","","Parus sclateri",NA,NA,NA,"Insectivore: upper canopy foliage gleaner"
"Poecile","rufescens","Chestnut-backed Chickadee",7410,"Poecile rufescens",9889,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3",NA,60,0,0,0,0,0,20,0,20,0,"Invertebrate","Ref_12","A","Jennifer",0,0,0,30,40,30,0,0,"Ref_12",1,"Other",0,9.39,"Dunning08",1,"","","Parus rufescens","resid","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Poecile","hudsonicus","Boreal Chickadee",7400,"Poecile hudsonicus",9888,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3",NA,60,0,0,0,0,0,20,0,20,0,"Invertebrate","Ref_12","A","Jennifer",0,0,0,0,40,60,0,0,"Ref_12",1,"Jessica",0,9.8,"Dunning08",1,"","","Parus hudsonicus","resid","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Troglodytes","hiemalis","Winter Wren",7220,"Troglodytes hiemalis",9750,"Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3",NA,60,0,10,10,0,0,10,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,50,50,0,0,0,0,"Ref_10",1,"Walter; Jessica",0,9.74,"Dunning08",1,"","","Troglodytes troglodytes","short","ground glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Thryophilus","sinaloa","Sinaloa Wren",16600,"Thryophilus sinaloa",9739,"Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_10","C","Carolina",0,0,0,40,60,0,0,0,"Ref_10",1,"Jessica",0,15.1,"Dunning08",1,"","","Thryothorus sinaloa",NA,NA,NA,NA
"Ixoreus","naevius","Varied Thrush",7630,"Ixoreus naevius",8836,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3",NA,30,0,0,0,0,0,70,0,0,0,"FruiNect","Ref_10","A","Carolina",0,0,80,20,0,0,0,0,"Ref_10",1,"Jessica",0,77.5,"Dunning08",1,"","","Zoothera naevia","short","ground glean","insct/om","Insectivore: ground gleaner"
"Haemorhous","mexicanus","House Finch",5190,"Haemorhous mexicanus",12369,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3",NA,10,0,0,0,0,0,30,0,30,30,"PlantSeed","Ref_15","A","Jennifer",0,0,33,33,33,0,0,0,"Ref_27",1,"Jessica",0,21.4,"Dunning08",1,"","","Carpodacus mexicanus","short","ground glean","granivore","Granivore: ground to undergrowth gleaner"
"Haemorhous","purpureus","Purple Finch",5170,"Haemorhous purpureus",12367,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3",NA,10,0,0,0,0,0,10,20,20,40,"PlantSeed","Ref_15","A","Jennifer",0,0,33,33,33,0,0,0,"Ref_27",1,"Jessica",0,23.3,"Dunning08",1,"","","Carpodacus purpureus","short","ground glean","granivore","Granivore: lower to upper canopy gleaner"
"Haemorhous","cassinii","Cassin's Finch",5180,"Haemorhous cassinii",12368,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3",NA,20,0,0,0,0,0,0,0,40,40,"PlantSeed","Ref_15","A","Jennifer",0,0,60,0,0,40,0,0,"Ref_27",1,"Other",0,26.5,"Dunning08",1,"","","Carpodacus cassinii","short","ground glean","granivore","Granivore: ground to undergrowth gleaner"
"Acanthis","flammea","Common Redpoll",5280,"Acanthis flammea",12346,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3",NA,30,0,0,0,0,0,0,0,40,30,"PlantSeed","Ref_15","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_27",1,"Jessica",0,13,"Dunning08",1,"","","Carduelis flammea","short","foliage glean","granivore","Granivore: lower to upper canopy gleaner"
"Acanthis","hornemanni","Hoary Redpoll",5270,"Acanthis hornemanni",12341,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3",NA,0,0,0,0,0,0,0,0,40,60,"PlantSeed","Ref_15","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_27",1,"Jessica",0,15.2,"Dunning08",1,"","","Carduelis hornemanni",NA,NA,NA,"Granivore: lower to upper canopy gleaner"
"Spinus","pinus","Pine Siskin",5330,"Spinus pinus",12318,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3",NA,10,0,0,0,0,0,10,0,70,10,"PlantSeed","Ref_15","A","Jennifer",0,0,50,0,50,0,0,0,"Ref_27",1,"Jessica",0,12.7,"Dunning08",1,"","","Carduelis pinus","short","foliage glean","granivore","Granivore: lower to upper canopy gleaner"
"Spinus","psaltria","Lesser Goldfinch",5300,"Spinus psaltria",12333,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3",NA,10,0,0,0,0,0,30,0,30,30,"PlantSeed","Ref_15","A","Jennifer",0,0,20,40,40,0,0,0,"Ref_27",1,"Jessica",0,8.77,"Dunning08",1,"","","Carduelis psaltria","short","foliage glean","granivore","Granivore: lower to upper canopy gleaner"
"Spinus","lawrencei","Lawrence's Goldfinch",5310,"Spinus lawrencei",12334,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3",NA,0,0,0,0,0,0,10,0,90,0,"PlantSeed","Ref_15","A","Jennifer",0,0,60,20,20,0,0,0,"Ref_27",1,"Jessica",0,10.94,"Dunning08",1,"","","Carduelis lawrencei",NA,NA,NA,"Granivore: ground to undergrowth gleaner"
"Spinus","tristis","American Goldfinch",5290,"Spinus tristis",12332,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3",NA,10,0,0,0,0,0,0,10,60,20,"PlantSeed","Ref_15","A","Jennifer",0,0,33,33,33,0,0,0,"Ref_27",1,"Jessica",0,12.79,"Dunning08",1,"","","Carduelis tristis","short","foliage glean","granivore","Granivore: lower to upper canopy gleaner"
"Rhynchophanes","mccownii","McCown's Longspur",5390,"Rhynchophanes mccownii",12504,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3",NA,20,0,0,0,0,0,0,0,80,0,"PlantSeed","Ref_22","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_31",1,"Christian",0,25.68,"Dunning08",1,"","","Calcarius mccownii","short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Parkesia","motacilla","Louisiana Waterthrush",6760,"Parkesia motacilla",12727,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,80,0,10,10,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,50,50,0,0,0,0,"Ref_29",1,"Jessica",0,19.9,"Dunning08",1,"","","Seiurus motacilla","neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Parkesia","noveboracensis","Northern Waterthrush",6750,"Parkesia noveboracensis",12725,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,90,0,0,10,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_29",1,"Jessica",0,16.3,"Dunning08",1,"","","Seiurus noveboracensis","neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Vermivora","cyanoptera","Blue-winged Warbler",6410,"Vermivora cyanoptera",12668,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_29",1,"Jessica",0,8.9,"Dunning08",1,"","","Vermivora pinus","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Oreothlypis","peregrina","Tennessee Warbler",6470,"Oreothlypis peregrina",12670,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,70,0,0,0,0,0,20,10,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,30,40,30,0,0,"Ref_29",1,"Jessica",0,8.9,"Dunning08",1,"","","Vermivora peregrina","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Oreothlypis","celata","Orange-crowned Warbler",6460,"Oreothlypis celata",12671,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,70,0,0,0,0,0,20,10,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_29",1,"Jessica",0,9.19,"Dunning08",1,"","","Vermivora celata","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Oreothlypis","luciae","Lucy's Warbler",6430,"Oreothlypis luciae",12677,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_29",1,"Jessica",0,6.6,"Dunning08",1,"","","Vermivora luciae","short","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Oreothlypis","ruficapilla","Nashville Warbler",6450,"Oreothlypis ruficapilla",12672,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,80,0,0,0,0,0,10,10,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,40,40,20,0,0,"Ref_29",1,"Jessica",0,8.09,"Dunning08",1,"","","Vermivora ruficapilla","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Oreothlypis","virginiae","Virginia's Warbler",6440,"Oreothlypis virginiae",12675,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,60,40,0,0,0,"Ref_29",1,"Jessica",0,8.2,"Dunning08",1,"","","Vermivora virginiae","neotrop","ground glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Geothlypis","tolmiei","MacGillivray's Warbler",6800,"Geothlypis tolmiei",12731,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,50,50,0,0,0,0,"Ref_29",1,"Jessica",0,10.4,"Dunning08",1,"","","Oporornis tolmiei","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Geothlypis","philadelphia","Mourning Warbler",6790,"Geothlypis philadelphia",12730,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,90,0,0,0,0,0,0,0,0,10,"Invertebrate","Ref_15","A","Jennifer",0,0,50,50,0,0,0,0,"Ref_29",1,"Jessica",0,11.74,"Dunning08",1,"","","Oporornis philadelphia","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Geothlypis","formosa","Kentucky Warbler",6770,"Geothlypis formosa",12728,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_29",1,"Jessica",0,14,"Dunning08",1,"","","Oporornis formosus","neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Setophaga","citrina","Hooded Warbler",6840,"Setophaga citrina",12751,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,100,0,0,0,0,"Ref_29",1,"Jessica",0,10.54,"Dunning08",1,"","","Wilsonia citrina","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","kirtlandii","Kirtland's Warbler",6700,"Setophaga kirtlandii",12707,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,70,0,0,0,0,0,30,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_29",1,"Jessica",0,13.94,"Dunning08",1,"","","Dendroica kirtlandii",NA,NA,NA,"Insectivore: lower canopy foliage gleaner"
"Setophaga","tigrina","Cape May Warbler",6500,"Setophaga tigrina",12690,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,60,0,0,0,0,0,20,20,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,20,60,20,0,"Ref_29",1,"Jessica",0,10.04,"Dunning08",1,"","","Dendroica tigrina","neotrop","foliage glean","insectivore","Insectivore: upper canopy foliage gleaner"
"Setophaga","cerulea","Cerulean Warbler",6580,"Setophaga cerulea",12714,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,90,0,0,0,0,0,0,10,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,0,70,30,0,"Ref_29",1,"Jessica",0,9.04,"Dunning08",1,"","","Dendroica cerulea","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","americana","Northern Parula",6480,"Setophaga americana",12678,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,70,0,0,0,0,0,10,10,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,20,80,0,0,"Ref_29",1,"Jessica",0,7.84,"Dunning08",1,"","","Parula americana","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","pitiayumi","Tropical Parula",6490,"Setophaga pitiayumi",12680,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,70,0,0,0,0,0,20,0,0,10,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,0,100,0,0,"Ref_29",1,"Jessica",0,6.82,"Dunning08",1,"","","Parula pitiayumi",NA,NA,NA,NA
"Setophaga","magnolia","Magnolia Warbler",6570,"Setophaga magnolia",12689,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_29",1,"Jessica",0,8.14,"Dunning08",1,"","","Dendroica magnolia","neotrop","hover/glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","castanea","Bay-breasted Warbler",6600,"Setophaga castanea",12712,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,60,0,0,0,0,0,30,10,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,100,0,0,0,"Ref_29",1,"Jessica",0,11.8,"Dunning08",1,"","","Dendroica castanea","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","fusca","Blackburnian Warbler",6620,"Setophaga fusca",12701,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,20,60,20,0,"Ref_29",1,"Jessica",0,9.74,"Dunning08",1,"","","Dendroica fusca","neotrop","foliage glean","insct/om","Insectivore: lower canopy foliage gleaner"
"Setophaga","petechia","Yellow Warbler",6520,"Setophaga petechia",12683,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_29",1,"Jessica",0,10.22,"Dunning08",1,"","","Dendroica petechia","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","pensylvanica","Chestnut-sided Warbler",6590,"Setophaga pensylvanica",12688,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_29",1,"Jessica",0,9.29,"Dunning08",1,"","","Dendroica pensylvanica","neotrop","foliage glean","insct/om","Insectivore: lower canopy foliage gleaner"
"Setophaga","striata","Blackpoll Warbler",6610,"Setophaga striata",12713,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,70,0,0,0,0,0,10,10,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,100,0,0,0,"Ref_29",1,"Jessica",0,11.84,"Dunning08",1,"","","Dendroica striata","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","caerulescens","Black-throated Blue Warbler",6540,"Setophaga caerulescens",12691,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,70,0,0,0,0,0,10,10,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,40,40,20,0,0,"Ref_29",1,"Other",0,10.14,"Dunning08",1,"","","Dendroica caerulescens","neotrop","hover/glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","palmarum","Palm Warbler",6720,"Setophaga palmarum",12711,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,70,0,0,0,0,0,10,10,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_29",1,"Jessica",0,10.3,"Dunning08",1,"","","Dendroica palmarum","neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Setophaga","pinus","Pine Warbler",6710,"Setophaga pinus",12706,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,70,0,0,0,0,0,10,10,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,20,0,80,0,0,0,"Ref_29",1,"Jessica",0,11.79,"Dunning08",1,"","","Dendroica pinus","short","bark glean","insct/om","Insectivore: upper canopy foliage gleaner"
"Setophaga","dominica","Yellow-throated Warbler",6630,"Setophaga dominica",12702,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,20,80,0,0,"Ref_29",1,"Jessica",0,9.69,"Dunning08",1,"","","Dendroica dominica","neotrop","bark glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","discolor","Prairie Warbler",6730,"Setophaga discolor",12709,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,80,0,0,0,0,0,10,10,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,20,60,20,0,0,0,"Ref_29",1,"Jessica",0,7.64,"Dunning08",1,"","","Dendroica discolor","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","graciae","Grace's Warbler",6640,"Setophaga graciae",12703,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,60,40,0,0,"Ref_29",1,"Jessica",0,8.1,"Dunning08",1,"","","Dendroica graciae","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","nigrescens","Black-throated Grey Warbler",6650,"Setophaga nigrescens",12696,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,100,0,0,0,0,"Ref_29",1,"Jessica",0,8.7,"Dunning08",1,"","","Dendroica nigrescens","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","townsendi","Townsend's Warbler",6680,"Setophaga townsendi",12697,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,0,80,0,0,"Ref_29",1,"Jessica",0,8.84,"Dunning08",1,"","","Dendroica townsendi","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","occidentalis","Hermit Warbler",6690,"Setophaga occidentalis",12698,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,20,80,0,0,"Ref_29",1,"Jessica",0,10.4,"Dunning08",1,"","","Dendroica occidentalis","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","chrysoparia","Golden-cheeked Warbler",6660,"Setophaga chrysoparia",12700,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,60,40,0,0,"Ref_29",1,"Jessica",0,9.9,"Dunning08",1,"","","Dendroica chrysoparia",NA,NA,NA,"Insectivore: lower canopy foliage gleaner"
"Setophaga","virens","Black-throated Green Warbler",6670,"Setophaga virens",12699,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,60,0,0,0,0,0,20,0,0,20,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,60,20,0,0,"Ref_29",1,"Jessica",0,8.69,"Dunning08",1,"","","Dendroica virens","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
