"file","spp_name","file_binomial","aou","english_common_name","family","genus","species","binomial","old_genus","new_binomial","matched_filename","species_code","overlap","range_excl"
"Melanerpes_erythrocephalus_22680810.shp","Melanerpes_erythrocephalus","Melanerpes erythrocephalus",4060,"Red-headed Woodpecker","Picidae","Melanerpes","erythrocephalus","Melanerpes erythrocephalus",NA,NA,"Melanerpes_erythrocephalus",NA,339,0.590579710144927
"Melanerpes_formicivorus_22680813.shp","Melanerpes_formicivorus","Melanerpes formicivorus",4070,"Acorn Woodpecker","Picidae","Melanerpes","formicivorus","Melanerpes formicivorus",NA,NA,"Melanerpes_formicivorus",NA,7,0.949275362318841
"Melanerpes_uropygialis_22680853.shp","Melanerpes_uropygialis","Melanerpes uropygialis",4110,"Gila Woodpecker","Picidae","Melanerpes","uropygialis","Melanerpes uropygialis",NA,NA,"Melanerpes_uropygialis",NA,2,0.962962962962963
"Melanerpes_aurifrons_22680862.shp","Melanerpes_aurifrons","Melanerpes aurifrons",4100,"Golden-fronted Woodpecker","Picidae","Melanerpes","aurifrons","Melanerpes aurifrons",NA,NA,"Melanerpes_aurifrons",NA,15,0.883720930232558
"Melanerpes_carolinus_22680856.shp","Melanerpes_carolinus","Melanerpes carolinus",4090,"Red-bellied Woodpecker","Picidae","Melanerpes","carolinus","Melanerpes carolinus",NA,NA,"Melanerpes_carolinus",NA,212,0.320512820512821
"Sphyrapicus_thyroideus_22680877.shp","Sphyrapicus_thyroideus","Sphyrapicus thyroideus",4040,"Williamson's Sapsucker","Picidae","Sphyrapicus","thyroideus","Sphyrapicus thyroideus",NA,NA,"Sphyrapicus_thyroideus",NA,14,0.883333333333333
"Sphyrapicus_varius_22680868.shp","Sphyrapicus_varius","Sphyrapicus varius",4020,"Yellow-bellied Sapsucker","Picidae","Sphyrapicus","varius","Sphyrapicus varius",NA,NA,"Sphyrapicus_varius",NA,77,0.870805369127517
"Sphyrapicus_nuchalis_22680871.shp","Sphyrapicus_nuchalis","Sphyrapicus nuchalis",4021,"Red-naped Sapsucker","Picidae","Sphyrapicus","nuchalis","Sphyrapicus nuchalis",NA,NA,"Sphyrapicus_nuchalis",NA,24,0.908396946564885
"Sphyrapicus_ruber_22680874.shp","Sphyrapicus_ruber","Sphyrapicus ruber",4030,"Red-breasted Sapsucker","Picidae","Sphyrapicus","ruber","Sphyrapicus ruber",NA,NA,"Sphyrapicus_ruber",NA,14,0.927083333333333
"Dryobates_scalaris_22681152.shp","Dryobates_scalaris","Dryobates scalaris",3960,"Ladder-backed Woodpecker","Picidae","Picoides","scalaris","Picoides scalaris","Dryobates","Dryobates scalaris","Dryobates_scalaris",NA,32,0.882352941176471
"Dryobates_nuttallii_22681149.shp","Dryobates_nuttallii","Dryobates nuttallii",3970,"Nuttall's Woodpecker","Picidae","Picoides","nuttallii","Picoides nuttallii","Dryobates","Dryobates nuttallii","Dryobates_nuttallii",NA,2,0.888888888888889
"Dryobates_pubescens_22681155.shp","Dryobates_pubescens","Dryobates pubescens",3940,"Downy Woodpecker","Picidae","Picoides","pubescens","Picoides pubescens","Dryobates","Dryobates pubescens","Dryobates_pubescens",NA,688,0.784596117720726
"Leuconotopicus_villosus_22681166.shp","Leuconotopicus_villosus","Leuconotopicus villosus",3930,"Hairy Woodpecker","Picidae","Picoides","villosus","Picoides villosus","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus_villosus",NA,339,0.800470865214832
"Leuconotopicus_arizonae_22729044.shp","Leuconotopicus_arizonae","Leuconotopicus arizonae",3975,"Arizona Woodpecker","Picidae","Picoides","arizonae","Picoides arizonae","Leuconotopicus","Leuconotopicus arizonae","Leuconotopicus_arizonae",NA,2,0.935483870967742
"Leuconotopicus_borealis_22681158.shp","Leuconotopicus_borealis","Leuconotopicus borealis",3950,"Red-cockaded Woodpecker","Picidae","Picoides","borealis","Picoides borealis","Leuconotopicus","Leuconotopicus borealis","Leuconotopicus_borealis",NA,37,0.383333333333333
"Leuconotopicus_albolarvatus_22681169.shp","Leuconotopicus_albolarvatus","Leuconotopicus albolarvatus",3990,"White-headed Woodpecker","Picidae","Picoides","albolarvatus","Picoides albolarvatus","Leuconotopicus","Leuconotopicus albolarvatus","Leuconotopicus_albolarvatus",NA,8,0.851851851851852
"Picoides_arcticus_22681181.shp","Picoides_arcticus","Picoides arcticus",4000,"Black-backed Woodpecker","Picidae","Picoides","arcticus","Picoides arcticus",NA,NA,"Picoides_arcticus",NA,59,0.938284518828452
"Colaptes_auratus_22726404.shp","Colaptes_auratus","Colaptes auratus",4120,"(Yellow-shafted Flicker) Northern Flicker","Picidae","Colaptes","auratus auratus","Colaptes auratus",NA,NA,"Colaptes_auratus",NA,357,0.851063829787234
"Colaptes_auratus_22726404.shp","Colaptes_auratus","Colaptes auratus",4130,"(Red-shafted Flicker) Northern Flicker","Picidae","Colaptes","auratus cafer","Colaptes auratus",NA,NA,"Colaptes_auratus",NA,357,0.851063829787234
"Colaptes_chrysoides_22681290.shp","Colaptes_chrysoides","Colaptes chrysoides",4140,"Gilded Flicker","Picidae","Colaptes","chrysoides","Colaptes chrysoides",NA,NA,"Colaptes_chrysoides",NA,1,0.972222222222222
"Hylatomus_pileatus_22681363.shp","Hylatomus_pileatus","Hylatomus pileatus",4050,"Pileated Woodpecker","Picidae","Dryocopus","pileatus","Dryocopus pileatus","Hylatomus","Hylatomus pileatus","Hylatomus_pileatus",NA,229,0.683264177040111
"Myiopsitta_monachus_45427277.shp","Myiopsitta_monachus","Myiopsitta monachus",3824,"Monk Parakeet","Psittacidae","Myiopsitta","monachus","Myiopsitta monachus",NA,NA,"Myiopsitta_monachus",NA,5,0.990530303030303
"Aratinga_nenday_22685752.shp","Aratinga_nenday","Aratinga nenday",51830,"Nanday Parakeet","Psittacidae","Aratinga","nenday","Aratinga nenday",NA,NA,"Aratinga_nenday",NA,0,1
"Brotogeris_chiriri_22685963.shp","Brotogeris_chiriri","Brotogeris chiriri",52021,"Yellow-chevroned Parakeet","Psittacidae","Brotogeris","chiriri","Brotogeris chiriri",NA,NA,"Brotogeris_chiriri",NA,0,1
"Amazona_viridigenalis_22686259.shp","Amazona_viridigenalis","Amazona viridigenalis",3826,"Red-crowned Parrot","Psittacidae","Amazona","viridigenalis","Amazona viridigenalis",NA,NA,"Amazona_viridigenalis",NA,0,NA
"Psittacula_krameri_22685441.shp","Psittacula_krameri","Psittacula krameri",3823,"Rose-ringed Parakeet","Psittaculidae","Psittacula","krameri","Psittacula krameri",NA,NA,"Psittacula_krameri",NA,0,1
"Melopsittacus_undulatus_22685223.shp","Melopsittacus_undulatus","Melopsittacus undulatus",3822,"Budgerigar","Psittaculidae","Melopsittacus","undulatus","Melopsittacus undulatus",NA,NA,"Melopsittacus_undulatus",NA,0,1
"Camptostoma_imberbe_22699177.shp","Camptostoma_imberbe","Camptostoma imberbe",4720,"Northern Beardless-Tyrannulet","Tyrannidae","Camptostoma","imberbe","Camptostoma imberbe",NA,NA,"Camptostoma_imberbe",NA,0,1
"Contopus_cooperi_22699787.shp","Contopus_cooperi","Contopus cooperi",4590,"Olive-sided Flycatcher","Tyrannidae","Contopus","cooperi","Contopus cooperi",NA,NA,"Contopus_cooperi",NA,104,0.91875
"Contopus_pertinax_22699798.shp","Contopus_pertinax","Contopus pertinax",4600,"Greater Pewee","Tyrannidae","Contopus","pertinax","Contopus pertinax",NA,NA,"Contopus_pertinax",NA,4,0.963302752293578
"Contopus_sordidulus_22699811.shp","Contopus_sordidulus","Contopus sordidulus",4620,"Western Wood-Pewee","Tyrannidae","Contopus","sordidulus","Contopus sordidulus",NA,NA,"Contopus_sordidulus",NA,68,0.917375455650061
"Contopus_virens_22699816.shp","Contopus_virens","Contopus virens",4610,"Eastern Wood-Pewee","Tyrannidae","Contopus","virens","Contopus virens",NA,NA,"Contopus_virens",NA,509,0.416284403669725
"Empidonax_flaviventris_22699839.shp","Empidonax_flaviventris","Empidonax flaviventris",4630,"Yellow-bellied Flycatcher","Tyrannidae","Empidonax","flaviventris","Empidonax flaviventris",NA,NA,"Empidonax_flaviventris",NA,54,0.926330150068213
"Empidonax_virescens_22699842.shp","Empidonax_virescens","Empidonax virescens",4650,"Acadian Flycatcher","Tyrannidae","Empidonax","virescens","Empidonax virescens",NA,NA,"Empidonax_virescens",NA,205,0.321192052980132
"Empidonax_alnorum_22699845.shp","Empidonax_alnorum","Empidonax alnorum",4661,"Alder Flycatcher","Tyrannidae","Empidonax","alnorum","Empidonax alnorum",NA,NA,"Empidonax_alnorum",NA,171,0.913329954384187
"Empidonax_traillii_22699848.shp","Empidonax_traillii","Empidonax traillii",4660,"Willow Flycatcher","Tyrannidae","Empidonax","traillii","Empidonax traillii",NA,NA,"Empidonax_traillii",NA,510,0.67984934086629
"Empidonax_minimus_22699854.shp","Empidonax_minimus","Empidonax minimus",4670,"Least Flycatcher","Tyrannidae","Empidonax","minimus","Empidonax minimus",NA,NA,"Empidonax_minimus",NA,193,0.871590153027279
